datapoint,cardinal,date,other,relevance,resultIndex,url
"Saros 130, 133, 136, 139, 142 and 145, for example, all produce mainly total central eclipses.","133, 136, 139, 142, 145",,PRODUCT/Saros 130,0.813809267739,24,https://handwiki.org/wiki/Astronomy:Eclipse_cycle
"Saros 130, 133, 136, 139, 142 and 145, for example, all produce mainly total central eclipses.","133, 136, 139, 142, 145",,PRODUCT/Saros 130,0.813759772906,24,https://handwiki.org/wiki/Astronomy:Eclipse_cycle
"For instance, the eclipse in saros series 0 and inex series 0 was in the middle of 2884 BC.",,"0, the middle of 2884",ORG/BC,0.808915007412,24,https://handwiki.org/wiki/Astronomy:Eclipse_cycle
"For instance, the eclipse in saros series 0 and inex series 0 was in the middle of 2884 BC.",,"0, the middle of 2884",ORG/BC,0.808829944133,24,https://handwiki.org/wiki/Astronomy:Eclipse_cycle
"It consists of 110 hollow months and 125 full months, so nominally 6940 days, and equals 235 lunations (235 synodic months) with an error of only around 7.5 hours.","110, 235, 235","months, 125 full months, months",TIME/only around 7.5 hours,0.807905895602,24,https://handwiki.org/wiki/Astronomy:Eclipse_cycle
"It consists of 110 hollow months and 125 full months, so nominally 6940 days, and equals 235 lunations (235 synodic months) with an error of only around 7.5 hours.","110, 235, 235","months, 125 full months, months",TIME/only around 7.5 hours,0.807878777058,24,https://handwiki.org/wiki/Astronomy:Eclipse_cycle
Eclipses will repeat exactly one semester apart at alternating nodes in a cycle that lasts for 8 eclipses.,8,,,0.801498958848,24,https://handwiki.org/wiki/Astronomy:Eclipse_cycle
Eclipses will repeat exactly one semester apart at alternating nodes in a cycle that lasts for 8 eclipses.,8,,,0.801471568575,24,https://handwiki.org/wiki/Astronomy:Eclipse_cycle
The year of a solar eclipse (in the Gregorian calendar) is then given approximately by: year = 28.945 × number of the saros series + 18.030 × number of the inex series − 2882.55,,.$%$. year,WORK_OF_ART/− 2882.55,0.801303980942,24,https://handwiki.org/wiki/Astronomy:Eclipse_cycle
The year of a solar eclipse (in the Gregorian calendar) is then given approximately by: year = 28.945 × number of the saros series + 18.030 × number of the inex series − 2882.55,,.$%$. year,WORK_OF_ART/− 2882.55,0.801272753433,24,https://handwiki.org/wiki/Astronomy:Eclipse_cycle
"This is nearly equal to 19 tropical years, but is also 5 ""octon"" periods and close to 20 eclipse years: so it yields a short series of eclipses on the same calendar date.",5,19 tropical years,,0.800563763268,24,https://handwiki.org/wiki/Astronomy:Eclipse_cycle
"This is nearly equal to 19 tropical years, but is also 5 ""octon"" periods and close to 20 eclipse years: so it yields a short series of eclipses on the same calendar date.",5,19 tropical years,,0.800519587975,24,https://handwiki.org/wiki/Astronomy:Eclipse_cycle
"If a New Moon takes place within about 17° of a node, then a solar eclipse will be visible from some location on Earth.",about 17,,"GPE/New Moon, LOC/Earth",0.800185877055,24,https://handwiki.org/wiki/Astronomy:Eclipse_cycle
"If a New Moon takes place within about 17° of a node, then a solar eclipse will be visible from some location on Earth.",about 17,,"GPE/New Moon, LOC/Earth",0.800157392129,24,https://handwiki.org/wiki/Astronomy:Eclipse_cycle
"However, about 5 or 6 lunations later the new moon will fall close to the opposite node.",about 5 or 6,,LOC/the new moon,0.796687431448,24,https://handwiki.org/wiki/Astronomy:Eclipse_cycle
"However, about 5 or 6 lunations later the new moon will fall close to the opposite node.",about 5 or 6,,LOC/the new moon,0.796644730601,24,https://handwiki.org/wiki/Astronomy:Eclipse_cycle
"This inclination is on average about 5° 9′, much larger than the apparent mean diameter of the Sun (32′ 2″), the Moon as viewed from Earth's surface directly below the Moon (31′ 37″), and Earth's shadow at the mean lunar distance (1° 23′).","about 5°, 31′ 37″, 1° 23′",,"ORG/Sun, PERSON/Moon, LOC/Earth, PERSON/Moon, LOC/Earth",0.791860195611,24,https://handwiki.org/wiki/Astronomy:Eclipse_cycle
"This inclination is on average about 5° 9′, much larger than the apparent mean diameter of the Sun (32′ 2″), the Moon as viewed from Earth's surface directly below the Moon (31′ 37″), and Earth's shadow at the mean lunar distance (1° 23′).","about 5°, 31′ 37″, 1° 23′",,"ORG/Sun, PERSON/Moon, LOC/Earth, PERSON/Moon, LOC/Earth",0.791828550362,24,https://handwiki.org/wiki/Astronomy:Eclipse_cycle
Sar (half saros) Includes an odd number of fortnights (223).,223,,,0.788900455132,24,https://handwiki.org/wiki/Astronomy:Eclipse_cycle
Sar (half saros) Includes an odd number of fortnights (223).,223,,,0.789015663248,24,https://handwiki.org/wiki/Astronomy:Eclipse_cycle
"It is calculated that the earth will experience a total number of 11,898 solar eclipses between 2000 BCE and 3000 CE.","11,898, 3000",2000,ORG/BCE,0.783497863244,24,https://handwiki.org/wiki/Astronomy:Eclipse_cycle
"It is calculated that the earth will experience a total number of 11,898 solar eclipses between 2000 BCE and 3000 CE.","11,898, 3000",2000,ORG/BCE,0.783470685276,24,https://handwiki.org/wiki/Astronomy:Eclipse_cycle
It equals 940 lunations with an error of only 5.9 hours.,940,,TIME/only 5.9 hours,0.781756145859,24,https://handwiki.org/wiki/Astronomy:Eclipse_cycle
It equals 940 lunations with an error of only 5.9 hours.,940,,TIME/only 5.9 hours,0.781700296206,24,https://handwiki.org/wiki/Astronomy:Eclipse_cycle
The Moon's orbit is inclined about 5.14° to Earth's orbit around the Sun.,about 5.14,,"PERSON/Moon, LOC/Earth, LOC/Sun",0.780278118414,24,https://handwiki.org/wiki/Astronomy:Eclipse_cycle
The Moon's orbit is inclined about 5.14° to Earth's orbit around the Sun.,about 5.14,,"PERSON/Moon, LOC/Earth, LOC/Sun",0.780243433467,24,https://handwiki.org/wiki/Astronomy:Eclipse_cycle
"Each octon in a series is 2 saros apart, always occurring at the same node.",2,,,0.778791846135,24,https://handwiki.org/wiki/Astronomy:Eclipse_cycle
"At an average angular velocity of 0.99° per day, the Sun takes 34.5 days to cross the 34° wide eclipse zone centered on each node.","0.99, 34",34.5 days,ORG/Sun,0.778733115304,24,https://handwiki.org/wiki/Astronomy:Eclipse_cycle
"At an average angular velocity of 0.99° per day, the Sun takes 34.5 days to cross the 34° wide eclipse zone centered on each node.","0.99, 34",34.5 days,ORG/Sun,0.778702905370,24,https://handwiki.org/wiki/Astronomy:Eclipse_cycle
"Each octon in a series is 2 saros apart, always occurring at the same node.",2,,,0.778698414488,24,https://handwiki.org/wiki/Astronomy:Eclipse_cycle
"The saros cycle of 18.03 years is 223 synodic months, 242 draconic months, or 239 anomalistic months (27.55 days between lunar perigees or apogees).","223, 242, 239","18.03 years, months, draconic months, months, 27.55 days",,0.886728201274,29,https://astronomy.stackexchange.com/questions/25749/spacing-2422-days-between-solar-eclipses-unrelated-saros-numbers
"The saros cycle of 18.03 years is 223 synodic months, 242 draconic months, or 239 anomalistic months (27.55 days between lunar perigees or apogees).","223, 242, 239","18.03 years, months, draconic months, months, 27.55 days",,0.886728201274,29,https://astronomy.stackexchange.com/questions/25749/spacing-2422-days-between-solar-eclipses-unrelated-saros-numbers
"Between consecutive saros series there is another interval called the inex: 358 synodic months, 388.5 draconic months, or about 28.94 years.",358,"months, 388.5 draconic months, about 28.94 years",,0.862138522807,29,https://astronomy.stackexchange.com/questions/25749/spacing-2422-days-between-solar-eclipses-unrelated-saros-numbers
"Between consecutive saros series there is another interval called the inex: 358 synodic months, 388.5 draconic months, or about 28.94 years.",358,"months, 388.5 draconic months, about 28.94 years",,0.862138522807,29,https://astronomy.stackexchange.com/questions/25749/spacing-2422-days-between-solar-eclipses-unrelated-saros-numbers
"Tabulated in a saros-inex panorama, all seven eclipses would fit on a single diagonal line of slope 5/3.","seven, 5/3",,,0.812149063828,29,https://astronomy.stackexchange.com/questions/25749/spacing-2422-days-between-solar-eclipses-unrelated-saros-numbers
"Tabulated in a saros-inex panorama, all seven eclipses would fit on a single diagonal line of slope 5/3.","seven, 5/3",,,0.812149063828,29,https://astronomy.stackexchange.com/questions/25749/spacing-2422-days-between-solar-eclipses-unrelated-saros-numbers
"Between the eclipse pairs in question, 2422 days = 82 lunations = 10S - 6I or 2 heptons.","82, 10S, 2",2422 days,,0.811610895504,29,https://astronomy.stackexchange.com/questions/25749/spacing-2422-days-between-solar-eclipses-unrelated-saros-numbers
"Between the eclipse pairs in question, 2422 days = 82 lunations = 10S - 6I or 2 heptons.","82, 10S, 2",2422 days,,0.811610895504,29,https://astronomy.stackexchange.com/questions/25749/spacing-2422-days-between-solar-eclipses-unrelated-saros-numbers
These are saros 145 and 139 respectively - seemingly unrelated eclipses.,"145, 139",,,0.803032360403,29,https://astronomy.stackexchange.com/questions/25749/spacing-2422-days-between-solar-eclipses-unrelated-saros-numbers
These are saros 145 and 139 respectively - seemingly unrelated eclipses.,"145, 139",,,0.803032360403,29,https://astronomy.stackexchange.com/questions/25749/spacing-2422-days-between-solar-eclipses-unrelated-saros-numbers
These are saros 136 and 130 respectively.,"136, 130",,,0.778391245992,29,https://astronomy.stackexchange.com/questions/25749/spacing-2422-days-between-solar-eclipses-unrelated-saros-numbers
These are saros 136 and 130 respectively.,"136, 130",,,0.778391245992,29,https://astronomy.stackexchange.com/questions/25749/spacing-2422-days-between-solar-eclipses-unrelated-saros-numbers
"The saros (/ˈsɛərɒs/(listen)) is a period of exactly 223 synodic months, approximately 6585.3211 days, or 18 years, 10, 11, or 12 days (depending on the number of leap years), and 8 hours, that can be used to predict eclipses of the Sun and Moon.",223,"months, approximately 6585.3211 days, 18 years, 10, 11, 12 days","EVENT/leap years, TIME/8 hours, LOC/Sun",0.864046631688,30,https://www.wikiwand.com/en/Saros_(astronomy)
"The saros (/ˈsɛərɒs/(listen)) is a period of exactly 223 synodic months, approximately 6585.3211 days, or 18 years, 10, 11, or 12 days (depending on the number of leap years), and 8 hours, that can be used to predict eclipses of the Sun and Moon.",223,"months, approximately 6585.3211 days, 18 years, 10, 11, 12 days","EVENT/leap years, TIME/8 hours, LOC/Sun",0.864023344047,30,https://www.wikiwand.com/en/Saros_(astronomy)
"A saros period is just eight hours shy of 18 years and 11 days, which in turn is equal to 223 synodic, 242 anomalistic or 239 draconic months.","223, 242, 239","18 years, 11 days, draconic months",TIME/just eight hours,0.858202015793,31,https://www.universetoday.com/119444/predicting-eclipses-how-does-the-saros-cycle-work/
"A saros period is just eight hours shy of 18 years and 11 days, which in turn is equal to 223 synodic, 242 anomalistic or 239 draconic months.","223, 242, 239","18 years, 11 days, draconic months",TIME/just eight hours,0.857989731375,31,https://www.universetoday.com/119444/predicting-eclipses-how-does-the-saros-cycle-work/
"The evolution of lunar saros 132, showing five key eclipses out of the 71 in the series.","132, five, 71",,,0.852576579753,31,https://www.universetoday.com/119444/predicting-eclipses-how-does-the-saros-cycle-work/
"The evolution of lunar saros 132, showing five key eclipses out of the 71 in the series.","132, five, 71",,,0.852607551029,31,https://www.universetoday.com/119444/predicting-eclipses-how-does-the-saros-cycle-work/
"For example, the April 4 lunar eclipse is member number 30 in a cycle of 71 lunar eclipses belonging to saros series 132.","30, 132","April 4, 71 lunar",,0.849423731176,31,https://www.universetoday.com/119444/predicting-eclipses-how-does-the-saros-cycle-work/
"For example, the April 4 lunar eclipse is member number 30 in a cycle of 71 lunar eclipses belonging to saros series 132.","30, 132","April 4, 71 lunar",,0.849326915143,31,https://www.universetoday.com/119444/predicting-eclipses-how-does-the-saros-cycle-work/
A tale of three eclipses spanning 1997-2033 from lunar saros 132.,"three, 132",1997-2033,,0.847016761811,31,https://www.universetoday.com/119444/predicting-eclipses-how-does-the-saros-cycle-work/
A tale of three eclipses spanning 1997-2033 from lunar saros 132.,"three, 132",1997-2033,,0.846907637950,31,https://www.universetoday.com/119444/predicting-eclipses-how-does-the-saros-cycle-work/
"Take a period of 223 synodic months, and they sync up three key lunar cycles which are crucial to predicting eclipses; Synodic month-","223, three",months,,0.846037275557,31,https://www.universetoday.com/119444/predicting-eclipses-how-does-the-saros-cycle-work/
"This also means that solar and lunar eclipses one saros period apart share nearly the same geometry, shifted 120 degrees in longitude westward.",one,,,0.845864337537,31,https://www.universetoday.com/119444/predicting-eclipses-how-does-the-saros-cycle-work/
"Take a period of 223 synodic months, and they sync up three key lunar cycles which are crucial to predicting eclipses; Synodic month-","223, three",months,,0.845892573838,31,https://www.universetoday.com/119444/predicting-eclipses-how-does-the-saros-cycle-work/
"This also means that solar and lunar eclipses one saros period apart share nearly the same geometry, shifted 120 degrees in longitude westward.",one,,,0.845842249857,31,https://www.universetoday.com/119444/predicting-eclipses-how-does-the-saros-cycle-work/
Meton of Athens discovered in the 5 century BC that 235 synodic periods very nearly equals 19 solar years to within a few hours.,235,"the 5 century, 19 solar years","PERSON/Meton, GPE/Athens, ORG/BC, TIME/a few hours",0.822240548853,31,https://www.universetoday.com/119444/predicting-eclipses-how-does-the-saros-cycle-work/
Meton of Athens discovered in the 5 century BC that 235 synodic periods very nearly equals 19 solar years to within a few hours.,235,"the 5 century, 19 solar years","PERSON/Meton, GPE/Athens, ORG/BC, TIME/a few hours",0.822084071686,31,https://www.universetoday.com/119444/predicting-eclipses-how-does-the-saros-cycle-work/
"Though saros 132 started with a slim shallow penumbral eclipse way back on May 12, 1492, this upcoming eclipse features the very first total lunar eclipse of the series.",132,"May 12, 1492",ORDINAL/first,0.819325226781,31,https://www.universetoday.com/119444/predicting-eclipses-how-does-the-saros-cycle-work/
"Though saros 132 started with a slim shallow penumbral eclipse way back on May 12, 1492, this upcoming eclipse features the very first total lunar eclipse of the series.",132,"May 12, 1492",ORDINAL/first,0.819023879038,31,https://www.universetoday.com/119444/predicting-eclipses-how-does-the-saros-cycle-work/
"The Moon’s orbit is inclined 5.1 degrees relative to the ecliptic plane, which traces out the Earth’s path around the Sun.",5.1,,"PERSON/Moon, LOC/Earth, LOC/Sun",0.792377839643,31,https://www.universetoday.com/119444/predicting-eclipses-how-does-the-saros-cycle-work/
"The Moon’s orbit is inclined 5.1 degrees relative to the ecliptic plane, which traces out the Earth’s path around the Sun.",5.1,,"PERSON/Moon, LOC/Earth, LOC/Sun",0.792509808131,31,https://www.universetoday.com/119444/predicting-eclipses-how-does-the-saros-cycle-work/
"This inclination assures that we have, on average, two eclipse seasons year, and that eclipses occur in groupings of 2-3.","two, 2-3",,,0.787727056267,31,https://www.universetoday.com/119444/predicting-eclipses-how-does-the-saros-cycle-work/
"This inclination assures that we have, on average, two eclipse seasons year, and that eclipses occur in groupings of 2-3.","two, 2-3",,,0.787641391024,31,https://www.universetoday.com/119444/predicting-eclipses-how-does-the-saros-cycle-work/
"Already, annular eclipses are more common in the current epoch than are total solar eclipses, and about 1.4 billion years from now, total solar eclipses will cease to happen entirely.",,,,0.786359695001,31,https://www.universetoday.com/119444/predicting-eclipses-how-does-the-saros-cycle-work/
"Already, annular eclipses are more common in the current epoch than are total solar eclipses, and about 1.4 billion years from now, total solar eclipses will cease to happen entirely.",,,,0.786313459868,31,https://www.universetoday.com/119444/predicting-eclipses-how-does-the-saros-cycle-work/
"And to complicate matters, the Moon is currently moving 3 to 4 centimetres farther away from the Earth per year.",3,,"PERSON/Moon, LOC/the Earth per year",0.785230356918,31,https://www.universetoday.com/119444/predicting-eclipses-how-does-the-saros-cycle-work/
"And to complicate matters, the Moon is currently moving 3 to 4 centimetres farther away from the Earth per year.",3,,"PERSON/Moon, LOC/the Earth per year",0.785093940215,31,https://www.universetoday.com/119444/predicting-eclipses-how-does-the-saros-cycle-work/
"Yes, the Sun is roughly 400 times larger in diameter than the Moon, but also about 400 times farther away.","roughly 400, about 400",,"ORG/Sun, PERSON/Moon",0.773941207904,31,https://www.universetoday.com/119444/predicting-eclipses-how-does-the-saros-cycle-work/
"Yes, the Sun is roughly 400 times larger in diameter than the Moon, but also about 400 times farther away.","roughly 400, about 400",,"ORG/Sun, PERSON/Moon",0.773872507345,31,https://www.universetoday.com/119444/predicting-eclipses-how-does-the-saros-cycle-work/
The dark inner umbra of the Earth is an average of about 1.25 degrees across at the distance from Earth to the Moon.,,,"LOC/Earth, LOC/Earth",0.763792543117,31,https://www.universetoday.com/119444/predicting-eclipses-how-does-the-saros-cycle-work/
The dark inner umbra of the Earth is an average of about 1.25 degrees across at the distance from Earth to the Moon.,,,"LOC/Earth, LOC/Earth",0.763699824610,31,https://www.universetoday.com/119444/predicting-eclipses-how-does-the-saros-cycle-work/
"The extreme north and south positions on the horizon of the Sun—the summer and wintersolstices—were particularly noted, while the inner circles, with their 29 and 30 marked positions, allowed “hollow” and “full” (29- or 30-day) lunar months to be counted off.","29, 30, 29-","the summer, 30-day",LOC/Sun,0.835744950491,32,https://www.britannica.com/science/calendar/Time-determination-by-stars-Sun-and-Moon
"The extreme north and south positions on the horizon of the Sun—the summer and wintersolstices—were particularly noted, while the inner circles, with their 29 and 30 marked positions, allowed “hollow” and “full” (29- or 30-day) lunar months to be counted off.","29, 30, 29-","the summer, 30-day",LOC/Sun,0.835744950491,32,https://www.britannica.com/science/calendar/Time-determination-by-stars-Sun-and-Moon
"The extreme north and south positions on the horizon of the Sun—the summer and wintersolstices—were particularly noted, while the inner circles, with their 29 and 30 marked positions, allowed “hollow” and “full” (29- or 30-day) lunar months to be counted off.","29, 30, 29-","the summer, 30-day",LOC/Sun,0.835744950491,32,https://www.britannica.com/science/calendar/Time-determination-by-stars-Sun-and-Moon
"The extreme north and south positions on the horizon of the Sun—the summer and wintersolstices—were particularly noted, while the inner circles, with their 29 and 30 marked positions, allowed “hollow” and “full” (29- or 30-day) lunar months to be counted off.","29, 30, 29-","the summer, 30-day",LOC/Sun,0.835744950491,32,https://www.britannica.com/science/calendar/Time-determination-by-stars-Sun-and-Moon
"The main use of cycles was to try to find some commensurable basis for lunar and solar calendars, and the best known of all the early attempts was the octaëteris, usually attributed to Cleostratus of Tenedos (c. 500 bce) and Eudoxus of Cnidus (390–c. 340 bce).",340,,"ORG/Cleostratus of Tenedos, ORG/Eudoxus of Cnidus",0.829786777171,32,https://www.britannica.com/science/calendar/Time-determination-by-stars-Sun-and-Moon
"The main use of cycles was to try to find some commensurable basis for lunar and solar calendars, and the best known of all the early attempts was the octaëteris, usually attributed to Cleostratus of Tenedos (c. 500 bce) and Eudoxus of Cnidus (390–c. 340 bce).",340,,"ORG/Cleostratus of Tenedos, ORG/Eudoxus of Cnidus",0.829786777171,32,https://www.britannica.com/science/calendar/Time-determination-by-stars-Sun-and-Moon
"The main use of cycles was to try to find some commensurable basis for lunar and solar calendars, and the best known of all the early attempts was the octaëteris, usually attributed to Cleostratus of Tenedos (c. 500 bce) and Eudoxus of Cnidus (390–c. 340 bce).",340,,"ORG/Cleostratus of Tenedos, ORG/Eudoxus of Cnidus",0.829786777171,32,https://www.britannica.com/science/calendar/Time-determination-by-stars-Sun-and-Moon
"The main use of cycles was to try to find some commensurable basis for lunar and solar calendars, and the best known of all the early attempts was the octaëteris, usually attributed to Cleostratus of Tenedos (c. 500 bce) and Eudoxus of Cnidus (390–c. 340 bce).",340,,"ORG/Cleostratus of Tenedos, ORG/Eudoxus of Cnidus",0.829786777171,32,https://www.britannica.com/science/calendar/Time-determination-by-stars-Sun-and-Moon
"By multiplying the Metonic, solar, and Indiction cycles together, Scaliger obtained his cycle of 7,980 years (19 × 28 × 15 = 7,980), a period of sufficient length to cover most previous and future historical dates required at any one time.","19, 7,980, one","7,980 years","ORG/Metonic, PERSON/Scaliger",0.821649699193,32,https://www.britannica.com/science/calendar/Time-determination-by-stars-Sun-and-Moon
"By multiplying the Metonic, solar, and Indiction cycles together, Scaliger obtained his cycle of 7,980 years (19 × 28 × 15 = 7,980), a period of sufficient length to cover most previous and future historical dates required at any one time.","19, 7,980, one","7,980 years","ORG/Metonic, PERSON/Scaliger",0.821649699193,32,https://www.britannica.com/science/calendar/Time-determination-by-stars-Sun-and-Moon
"By multiplying the Metonic, solar, and Indiction cycles together, Scaliger obtained his cycle of 7,980 years (19 × 28 × 15 = 7,980), a period of sufficient length to cover most previous and future historical dates required at any one time.","19, 7,980, one","7,980 years","ORG/Metonic, PERSON/Scaliger",0.821649699193,32,https://www.britannica.com/science/calendar/Time-determination-by-stars-Sun-and-Moon
"By multiplying the Metonic, solar, and Indiction cycles together, Scaliger obtained his cycle of 7,980 years (19 × 28 × 15 = 7,980), a period of sufficient length to cover most previous and future historical dates required at any one time.","19, 7,980, one","7,980 years","ORG/Metonic, PERSON/Scaliger",0.821649699193,32,https://www.britannica.com/science/calendar/Time-determination-by-stars-Sun-and-Moon
"Taking a synodic month to be 29.5 days, they then computed the difference between 12 of these lunations and their tropical year, which amounted to 11 days.",12,"month, 29.5 days, their tropical year, 11 days",,0.821379094819,32,https://www.britannica.com/science/calendar/Time-determination-by-stars-Sun-and-Moon
"Taking a synodic month to be 29.5 days, they then computed the difference between 12 of these lunations and their tropical year, which amounted to 11 days.",12,"month, 29.5 days, their tropical year, 11 days",,0.821379094819,32,https://www.britannica.com/science/calendar/Time-determination-by-stars-Sun-and-Moon
"Taking a synodic month to be 29.5 days, they then computed the difference between 12 of these lunations and their tropical year, which amounted to 11 days.",12,"month, 29.5 days, their tropical year, 11 days",,0.821379094819,32,https://www.britannica.com/science/calendar/Time-determination-by-stars-Sun-and-Moon
"This was very close to the total of 99 lunations (99 × 29.5 = 2,920.5 days), so this cycle gave a worthwhile link between lunar and solar calendars.","99, 99","2,920.5 days",,0.820891546266,32,https://www.britannica.com/science/calendar/Time-determination-by-stars-Sun-and-Moon
"Taking a synodic month to be 29.5 days, they then computed the difference between 12 of these lunations and their tropical year, which amounted to 11 days.",12,"month, 29.5 days, their tropical year, 11 days",,0.821379094819,32,https://www.britannica.com/science/calendar/Time-determination-by-stars-Sun-and-Moon
"This was very close to the total of 99 lunations (99 × 29.5 = 2,920.5 days), so this cycle gave a worthwhile link between lunar and solar calendars.","99, 99","2,920.5 days",,0.820891546266,32,https://www.britannica.com/science/calendar/Time-determination-by-stars-Sun-and-Moon
"This was very close to the total of 99 lunations (99 × 29.5 = 2,920.5 days), so this cycle gave a worthwhile link between lunar and solar calendars.","99, 99","2,920.5 days",,0.820891546266,32,https://www.britannica.com/science/calendar/Time-determination-by-stars-Sun-and-Moon
"This was very close to the total of 99 lunations (99 × 29.5 = 2,920.5 days), so this cycle gave a worthwhile link between lunar and solar calendars.","99, 99","2,920.5 days",,0.820891546266,32,https://www.britannica.com/science/calendar/Time-determination-by-stars-Sun-and-Moon
"The Callippic period consisted of 4 × 235, or 940 lunar months, but its distribution of hollow and full months was different from Meton’s.",4,"940 lunar months, full months",ORG/Meton,0.818992080218,32,https://www.britannica.com/science/calendar/Time-determination-by-stars-Sun-and-Moon
"The Callippic period consisted of 4 × 235, or 940 lunar months, but its distribution of hollow and full months was different from Meton’s.",4,"940 lunar months, full months",ORG/Meton,0.818992080218,32,https://www.britannica.com/science/calendar/Time-determination-by-stars-Sun-and-Moon
"The Callippic period consisted of 4 × 235, or 940 lunar months, but its distribution of hollow and full months was different from Meton’s.",4,"940 lunar months, full months",ORG/Meton,0.818992080218,32,https://www.britannica.com/science/calendar/Time-determination-by-stars-Sun-and-Moon
"The Callippic period consisted of 4 × 235, or 940 lunar months, but its distribution of hollow and full months was different from Meton’s.",4,"940 lunar months, full months",ORG/Meton,0.818992080218,32,https://www.britannica.com/science/calendar/Time-determination-by-stars-Sun-and-Moon
"Instead of having totals of 440 hollow and 500 full months, Callippus adopted 441 hollow and 499 full, thus reducing the length of four Metonic cycles by one day.","440, 441, 499, four","500 full months, one day",,0.817938734608,32,https://www.britannica.com/science/calendar/Time-determination-by-stars-Sun-and-Moon
"Instead of having totals of 440 hollow and 500 full months, Callippus adopted 441 hollow and 499 full, thus reducing the length of four Metonic cycles by one day.","440, 441, 499, four","500 full months, one day",,0.817938734608,32,https://www.britannica.com/science/calendar/Time-determination-by-stars-Sun-and-Moon
"Instead of having totals of 440 hollow and 500 full months, Callippus adopted 441 hollow and 499 full, thus reducing the length of four Metonic cycles by one day.","440, 441, 499, four","500 full months, one day",,0.817938734608,32,https://www.britannica.com/science/calendar/Time-determination-by-stars-Sun-and-Moon
"Instead of having totals of 440 hollow and 500 full months, Callippus adopted 441 hollow and 499 full, thus reducing the length of four Metonic cycles by one day.","440, 441, 499, four","500 full months, one day",,0.817938734608,32,https://www.britannica.com/science/calendar/Time-determination-by-stars-Sun-and-Moon
"The error with respect to the 365-day year and the heliacal risings of Sirius amounted to one day every four tropical years, or one whole Egyptian calendar year every 1,460 tropical years (4 × 365), which was equivalent to 1,461 Egyptian calendar years.","one, 4, 1,461","the 365-day year, one day","ORG/Sirius, NORP/Egyptian, NORP/Egyptian",0.807648220152,32,https://www.britannica.com/science/calendar/Time-determination-by-stars-Sun-and-Moon
"The error with respect to the 365-day year and the heliacal risings of Sirius amounted to one day every four tropical years, or one whole Egyptian calendar year every 1,460 tropical years (4 × 365), which was equivalent to 1,461 Egyptian calendar years.","one, 4, 1,461","the 365-day year, one day","ORG/Sirius, NORP/Egyptian, NORP/Egyptian",0.807648220152,32,https://www.britannica.com/science/calendar/Time-determination-by-stars-Sun-and-Moon
"The error with respect to the 365-day year and the heliacal risings of Sirius amounted to one day every four tropical years, or one whole Egyptian calendar year every 1,460 tropical years (4 × 365), which was equivalent to 1,461 Egyptian calendar years.","one, 4, 1,461","the 365-day year, one day","ORG/Sirius, NORP/Egyptian, NORP/Egyptian",0.807648220152,32,https://www.britannica.com/science/calendar/Time-determination-by-stars-Sun-and-Moon
"The error with respect to the 365-day year and the heliacal risings of Sirius amounted to one day every four tropical years, or one whole Egyptian calendar year every 1,460 tropical years (4 × 365), which was equivalent to 1,461 Egyptian calendar years.","one, 4, 1,461","the 365-day year, one day","ORG/Sirius, NORP/Egyptian, NORP/Egyptian",0.807648220152,32,https://www.britannica.com/science/calendar/Time-determination-by-stars-Sun-and-Moon
"The tropical year and the synodic month are incommensurable, 12 synodic months amounting to 354.36706 days, almost 11 days shorter than the tropical year.",12,"The tropical year, the synodic month, months, 354.36706 days, almost 11 days, the tropical year",,0.807252821868,32,https://www.britannica.com/science/calendar/Time-determination-by-stars-Sun-and-Moon
"The tropical year and the synodic month are incommensurable, 12 synodic months amounting to 354.36706 days, almost 11 days shorter than the tropical year.",12,"The tropical year, the synodic month, months, 354.36706 days, almost 11 days, the tropical year",,0.807252821868,32,https://www.britannica.com/science/calendar/Time-determination-by-stars-Sun-and-Moon
"The tropical year and the synodic month are incommensurable, 12 synodic months amounting to 354.36706 days, almost 11 days shorter than the tropical year.",12,"The tropical year, the synodic month, months, 354.36706 days, almost 11 days, the tropical year",,0.807252821868,32,https://www.britannica.com/science/calendar/Time-determination-by-stars-Sun-and-Moon
"The tropical year and the synodic month are incommensurable, 12 synodic months amounting to 354.36706 days, almost 11 days shorter than the tropical year.",12,"The tropical year, the synodic month, months, 354.36706 days, almost 11 days, the tropical year",,0.807252821868,32,https://www.britannica.com/science/calendar/Time-determination-by-stars-Sun-and-Moon
"When in the 4th century bce the accepted length of the year became 365.25 days, the total number of solar calendar days involved became 2,922, and it was then realized that the octaëteris was not as satisfactory a cycle as supposed.","2,922","the 4th century, the year, 365.25 days",,0.787149719243,32,https://www.britannica.com/science/calendar/Time-determination-by-stars-Sun-and-Moon
"When in the 4th century bce the accepted length of the year became 365.25 days, the total number of solar calendar days involved became 2,922, and it was then realized that the octaëteris was not as satisfactory a cycle as supposed.","2,922","the 4th century, the year, 365.25 days",,0.787149719243,32,https://www.britannica.com/science/calendar/Time-determination-by-stars-Sun-and-Moon
"When in the 4th century bce the accepted length of the year became 365.25 days, the total number of solar calendar days involved became 2,922, and it was then realized that the octaëteris was not as satisfactory a cycle as supposed.","2,922","the 4th century, the year, 365.25 days",,0.787149719243,32,https://www.britannica.com/science/calendar/Time-determination-by-stars-Sun-and-Moon
